Episode 1/2000, Reward: 0.8223095621090194 Cash: 9934.992532370903 
Episode 11/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 21/2000, Reward: 2.6503366524233942 Cash: 18665.295351946712 
Episode 31/2000, Reward: 4.357919860096959 Cash: 34572.273647817514 
Episode 41/2000, Reward: 5.265915754676844 Cash: 25848.796488489657 
Episode 51/2000, Reward: 5.341867069855445 Cash: 25182.819418661067 
Episode 61/2000, Reward: 5.090409561313368 Cash: 27801.43380334674 
Episode 71/2000, Reward: 5.341966846467693 Cash: 25176.829144962976 
Episode 81/2000, Reward: 5.266564320858682 Cash: 25860.192301849245 
Episode 91/2000, Reward: 5.372119532386438 Cash: 25416.49013144004 
Episode 101/2000, Reward: 5.345636844376566 Cash: 25201.646913725388 
Episode 111/2000, Reward: 5.0614157921412835 Cash: 24896.935439818404 
Episode 121/2000, Reward: 5.266500891974691 Cash: 25953.335780702266 
Episode 131/2000, Reward: 5.3205793143538305 Cash: 25374.91206265865 
Episode 141/2000, Reward: 5.340696229681566 Cash: 25139.32297492024 
Episode 151/2000, Reward: 5.375658339767304 Cash: 25614.87352263746 
Episode 161/2000, Reward: 5.227119468991567 Cash: 26315.759460646794 
Episode 171/2000, Reward: 5.381901806630168 Cash: 25484.42538037447 
Episode 181/2000, Reward: 5.382735733583334 Cash: 25486.009220213495 
Episode 191/2000, Reward: 5.329071464935663 Cash: 24620.633585568718 
Episode 201/2000, Reward: 5.383358878611397 Cash: 25488.647366053076 
Episode 211/2000, Reward: 5.383328438159 Cash: 25487.70018320981 
Episode 221/2000, Reward: 5.378773198460013 Cash: 25491.491487208925 
Episode 231/2000, Reward: 5.383415588892942 Cash: 25488.879617647995 
Episode 241/2000, Reward: 5.383504874972156 Cash: 25487.983573478232 
Episode 251/2000, Reward: 3.890940131889422 Cash: 18750.576397012774 
Episode 261/2000, Reward: 5.383643298131838 Cash: 25488.834906292606 
Episode 271/2000, Reward: 5.383643258978142 Cash: 25488.80526467016 
Episode 281/2000, Reward: 5.383643689147055 Cash: 25488.821604426437 
Episode 291/2000, Reward: 5.383643042086254 Cash: 25488.79702613759 
Episode 301/2000, Reward: 5.383643540937597 Cash: 25488.81597476251 
Episode 311/2000, Reward: 5.38364369999165 Cash: 25488.822016353064 
Episode 321/2000, Reward: 5.383643793978134 Cash: 25488.825586383846 
Episode 331/2000, Reward: 5.383642366106534 Cash: 25488.771349377726 
Episode 341/2000, Reward: 5.383643020397065 Cash: 25488.796202284328 
Episode 351/2000, Reward: 5.383620820137541 Cash: 25487.95751257451 
Episode 361/2000, Reward: 4.548481410888978 Cash: 33147.47231095119 
Episode 371/2000, Reward: 4.548481400132556 Cash: 33147.47242045524 
Episode 381/2000, Reward: 4.548481397199597 Cash: 33147.47246749852 
Episode 391/2000, Reward: 4.548481410888978 Cash: 33147.47231095119 
Episode 401/2000, Reward: 4.548481378619713 Cash: 33147.47263946333 
Episode 411/2000, Reward: 4.548481410888978 Cash: 33147.47231095119 
Episode 421/2000, Reward: 4.548481405998473 Cash: 33147.47232636869 
Episode 431/2000, Reward: 4.548481389376135 Cash: 33147.47252995929 
Episode 441/2000, Reward: 4.548481392309093 Cash: 33147.47248291601 
Episode 451/2000, Reward: 4.548481405998473 Cash: 33147.47232636869 
Episode 461/2000, Reward: 4.548481395242051 Cash: 33147.47243587273 
Episode 471/2000, Reward: 4.548481404040928 Cash: 33147.4722947429 
Episode 481/2000, Reward: 4.548481373729209 Cash: 33147.472654880825 
Episode 491/2000, Reward: 4.548481421645398 Cash: 33147.472201447155 
Episode 501/2000, Reward: 4.548481461738127 Cash: 33147.47181047424 
Episode 511/2000, Reward: 4.548481371771663 Cash: 33147.472623255046 
Episode 521/2000, Reward: 4.548481339502399 Cash: 33147.47295176718 
Episode 531/2000, Reward: 4.548481414797349 Cash: 33147.47218523886 
Episode 541/2000, Reward: 4.548481748253133 Cash: 33147.4689795773 
Episode 551/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 561/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 571/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 581/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 591/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 601/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 611/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 621/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 631/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 641/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
Episode 651/2000, Reward: 4.548481285720292 Cash: 33147.4734992874 
