Episode 4/2000, Reward: -213.48889127803267 Cash: 7500.122001596453 
Episode 7/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 10/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 13/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 16/2000, Reward: -187.31832093989144 Cash: 6511.412402478451 
Episode 19/2000, Reward: -191.08364699737024 Cash: 6701.596351324399 
Episode 22/2000, Reward: -191.09014530699062 Cash: 6701.929777600579 
Episode 25/2000, Reward: -191.08934186406157 Cash: 6701.888553198131 
Episode 28/2000, Reward: -191.08498830371835 Cash: 6701.665173350711 
Episode 31/2000, Reward: -181.3071401193862 Cash: 7593.695100717181 
Episode 34/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 37/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 40/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 43/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 46/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 49/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 52/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 55/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 58/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 61/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 64/2000, Reward: -222.76184009488034 Cash: 10000.0 
Episode 67/2000, Reward: -191.08925387156805 Cash: 6701.884035706419 
Episode 70/2000, Reward: -191.09299601830855 Cash: 6702.07604660536 
Episode 73/2000, Reward: -191.0932816436154 Cash: 6702.090701983337 
Episode 76/2000, Reward: -191.09346315962756 Cash: 6702.10001552793 
Episode 79/2000, Reward: -191.09360062979496 Cash: 6702.107069087211 
Episode 82/2000, Reward: -191.0936833783047 Cash: 6702.1113148910645 
Episode 85/2000, Reward: -191.09374744122658 Cash: 6702.114601941489 
Episode 88/2000, Reward: -191.09379548825038 Cash: 6702.117067220348 
Episode 91/2000, Reward: -191.09383152341886 Cash: 6702.118916174184 
Episode 94/2000, Reward: -191.09385955070036 Cash: 6702.120354245558 
Episode 97/2000, Reward: -191.0938822394091 Cash: 6702.121518396279 
Episode 100/2000, Reward: -191.09390359343368 Cash: 6702.12261406465 
Episode 103/2000, Reward: -191.09391960893817 Cash: 6702.123435815187 
Episode 106/2000, Reward: -191.09393028592788 Cash: 6702.123983648164 
Episode 109/2000, Reward: -191.09394229752806 Cash: 6702.124599959556 
Episode 112/2000, Reward: -191.09394630139562 Cash: 6702.124805396731 
Episode 115/2000, Reward: -191.09395430911783 Cash: 6702.125216270395 
Episode 118/2000, Reward: -191.09396098221725 Cash: 6702.12555866498 
Episode 121/2000, Reward: -191.09396231684252 Cash: 6702.125627144188 
Episode 124/2000, Reward: -191.09396498608174 Cash: 6702.125764101993 
Episode 127/2000, Reward: -191.0939689899367 Cash: 6702.1259695385 
Episode 130/2000, Reward: -191.09397165917494 Cash: 6702.12610649625 
Episode 133/2000, Reward: -191.09397165917707 Cash: 6702.1261064963655 
Episode 136/2000, Reward: -191.09397432841322 Cash: 6702.126243454007 
Episode 139/2000, Reward: -191.09397299379802 Cash: 6702.12617497534 
Episode 142/2000, Reward: -191.09397833226538 Cash: 6702.126448890358 
Episode 145/2000, Reward: -191.093978332265 Cash: 6702.126448890337 
Episode 148/2000, Reward: -191.09398233611688 Cash: 6702.126654326676 
Episode 151/2000, Reward: -191.09398233611688 Cash: 6702.126654326676 
Episode 154/2000, Reward: -191.09398100150145 Cash: 6702.126585847997 
Episode 157/2000, Reward: -191.0939850053501 Cash: 6702.126791284165 
Episode 160/2000, Reward: -191.09398500535062 Cash: 6702.126791284191 
Episode 163/2000, Reward: -191.09398500535156 Cash: 6702.126791284241 
Episode 166/2000, Reward: -191.09398633996773 Cash: 6702.1268597629605 
Episode 169/2000, Reward: -191.0939850053521 Cash: 6702.126791284267 
Episode 172/2000, Reward: -191.0939836707357 Cash: 6702.126722805537 
Episode 175/2000, Reward: -191.0939876745841 Cash: 6702.126928241688 
Episode 178/2000, Reward: -191.09398900920053 Cash: 6702.1269967204225 
Episode 181/2000, Reward: -191.0939876745848 Cash: 6702.126928241725 
Episode 184/2000, Reward: -191.09398900920084 Cash: 6702.126996720438 
Episode 187/2000, Reward: -191.0939876745846 Cash: 6702.126928241717 
Episode 190/2000, Reward: -191.09399034381676 Cash: 6702.127065199147 
Episode 193/2000, Reward: -191.09398633996926 Cash: 6702.126859763039 
Episode 196/2000, Reward: -191.0939876745848 Cash: 6702.126928241725 
