Episode 4/2000, Reward: -179.11997524601625 Cash: 6090.592869282447 
Episode 361/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 364/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 367/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 370/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 373/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 376/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 379/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 382/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 385/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 388/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 391/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 394/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 397/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 400/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 403/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 406/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 409/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 412/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
Episode 415/2000, Reward: -191.0939956822808 Cash: 6702.1273391139885 
