Episode 3/2000, Reward: -57.28346526717386 Cash: 10002.727011308818 
Episode 5/2000, Reward: -57.28346526717386 Cash: 10002.727011308818 
Episode 7/2000, Reward: -57.28346526717386 Cash: 10002.727011308818 
Episode 9/2000, Reward: -56.63606200740247 Cash: 1732.9234872114312 
Episode 11/2000, Reward: -57.20313576369312 Cash: 10182.206894683948 
Episode 13/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 15/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 17/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 19/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 21/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 23/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 25/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 27/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 29/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 31/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 33/2000, Reward: -57.328019972509765 Cash: 10000.0 
