Episode 3/2000, Reward: -0.8539811843072024 Cash: 9847.561389945884 
Episode 5/2000, Reward: -0.8539811843072024 Cash: 9847.561389945884 
Episode 7/2000, Reward: -0.8539811843072024 Cash: 9847.561389945884 
Episode 9/2000, Reward: -0.8539811843072024 Cash: 9847.561389945884 
Episode 11/2000, Reward: -0.8300690368787927 Cash: 10086.62867838421 
Episode 13/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 15/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 17/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 19/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 21/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 23/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 25/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 27/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 29/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 31/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 33/2000, Reward: -0.8387185660856625 Cash: 10000.0 
