Episode 3/2000, Reward: -41.13208833069883 Cash: 10452.891931799086 
Episode 5/2000, Reward: -41.13208833069883 Cash: 10452.891931799086 
Episode 7/2000, Reward: -41.13208833069883 Cash: 10452.891931799086 
Episode 9/2000, Reward: -58.90031428412891 Cash: 3518.802756939896 
Episode 11/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 13/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 15/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 17/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 19/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 21/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 23/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 25/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 27/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 29/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 31/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 33/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
