Episode 3/2000, Reward: -57.40535052080502 Cash: 8948.301856319094 
Episode 5/2000, Reward: -57.40535052080502 Cash: 8948.301856319094 
Episode 7/2000, Reward: -57.40535052080502 Cash: 8948.301856319094 
Episode 9/2000, Reward: -49.52033982090679 Cash: 21871.057543468578 
Episode 11/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 13/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 15/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 17/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 19/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 21/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 23/2000, Reward: -57.328019972509765 Cash: 10000.0 
