Episode 3/2000, Reward: -0.8392044267216633 Cash: 9995.044142417632 
Episode 5/2000, Reward: -0.8392044267216633 Cash: 9995.044142417632 
Episode 7/2000, Reward: -0.8392044267216633 Cash: 9995.044142417632 
Episode 9/2000, Reward: -0.8392044267216633 Cash: 9995.044142417632 
Episode 11/2000, Reward: -0.8388786903750064 Cash: 9998.304585451471 
Episode 13/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 15/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 17/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 19/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 21/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 23/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 25/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 27/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 29/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 31/2000, Reward: -0.8387185660856625 Cash: 10000.0 
