Episode 3/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 5/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 7/2000, Reward: -57.328019972509765 Cash: 10000.0 
Episode 9/2000, Reward: -39.09005677897537 Cash: 2938.9532551792818 
Episode 11/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 13/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 15/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 17/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 19/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 21/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 23/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 25/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 27/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 29/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 31/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
Episode 33/2000, Reward: -83.10044965964141 Cash: 229.01041543087078 
