Episode 3/2000, Reward: -62.239296554725996 Cash: 200.0 
Episode 5/2000, Reward: -56.85667697507345 Cash: 201.13288330622754 
Episode 7/2000, Reward: -62.239296554725996 Cash: 200.0 
Episode 9/2000, Reward: -60.79699366656795 Cash: 193.10186370786244 
Episode 11/2000, Reward: -51.27064835210912 Cash: 245.53960627235415 
Episode 13/2000, Reward: -53.33562608422268 Cash: 255.2497992353257 
Episode 15/2000, Reward: -57.95585231137238 Cash: 252.47668289443044 
Episode 17/2000, Reward: -64.0067303079144 Cash: 159.94126793374997 
Episode 19/2000, Reward: -38.51616960953444 Cash: 589822.8109677179 
Episode 21/2000, Reward: -23.443128729946675 Cash: 165753999.0110116 
Episode 23/2000, Reward: -23.47382804549613 Cash: 200310397.46069995 
Episode 25/2000, Reward: -23.1656946975185 Cash: 230400236.8661675 
Episode 27/2000, Reward: -24.197141738378583 Cash: 153014478.979525 
Episode 29/2000, Reward: -22.556316077634367 Cash: 298093535.9770078 
Episode 31/2000, Reward: -23.106477774983237 Cash: 177583056.74305838 
Episode 33/2000, Reward: -21.64899172993519 Cash: 611822383.1939945 
Episode 35/2000, Reward: -21.893788033516618 Cash: 609117265.9389493 
Episode 37/2000, Reward: -20.683669768105297 Cash: 1332271537.42968 
Episode 39/2000, Reward: -22.15045064996918 Cash: 440621450.8615968 
Episode 41/2000, Reward: -20.515167964347565 Cash: 1636635435.6422505 
Episode 43/2000, Reward: -20.964625356054697 Cash: 1279350374.4589317 
Episode 45/2000, Reward: -20.916842397669125 Cash: 1257745744.5232573 
Episode 47/2000, Reward: -21.107145789283454 Cash: 1159444425.71244 
Episode 49/2000, Reward: -20.47525095612143 Cash: 1676613206.4801958 
Episode 51/2000, Reward: -20.57989350557018 Cash: 1540381587.1270308 
Episode 53/2000, Reward: -20.084395099615712 Cash: 2266530415.4706154 
Episode 55/2000, Reward: -20.92255845498798 Cash: 1225705951.5843704 
Episode 57/2000, Reward: -20.85037497990811 Cash: 1271395065.848635 
Episode 59/2000, Reward: -21.394693337876863 Cash: 646151618.2776461 
Episode 61/2000, Reward: -20.73791042805425 Cash: 1243954583.7252557 
Episode 63/2000, Reward: -20.585023661570705 Cash: 1445476516.0222445 
Episode 65/2000, Reward: -20.80540203514674 Cash: 1208281905.0370493 
Episode 67/2000, Reward: -20.79091294311904 Cash: 1181806710.1719549 
Episode 69/2000, Reward: -20.561194612556935 Cash: 1447198931.7660987 
Episode 71/2000, Reward: -20.615306473707474 Cash: 1375360519.9469752 
Episode 73/2000, Reward: -20.7762378743667 Cash: 1219911743.198085 
Episode 75/2000, Reward: -20.621762930374455 Cash: 1373070612.447959 
Episode 77/2000, Reward: -20.721727158553122 Cash: 1269233667.9440787 
Episode 79/2000, Reward: -20.563916900155508 Cash: 1439786415.0244436 
