Episode 3/2000, Reward: -0.8972899776696074 Cash: 9424.648714477007 
Episode 5/2000, Reward: -0.8972899776696074 Cash: 9424.648714477007 
Episode 7/2000, Reward: -0.8972899776696074 Cash: 9424.648714477007 
Episode 9/2000, Reward: -0.8972899776696074 Cash: 9424.648714477007 
Episode 11/2000, Reward: -0.8343804316969471 Cash: 10042.50577218926 
Episode 13/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 15/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 17/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 19/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 21/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 23/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 25/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 27/2000, Reward: -0.8387185660856625 Cash: 10000.0 
Episode 29/2000, Reward: -0.8387185660856625 Cash: 10000.0 
